Phase,Epoch,Loss,Accuracy
GurobiEdit,5,0.5479,94.16
GurobiEdit,6,0.1916,95.60
GurobiEdit,7,0.1336,96.48
GurobiEdit,8,0.1068,97.03
GurobiEdit,9,0.0897,97.43
GurobiEdit,10,0.0776,97.78
GurobiEdit,11,0.0671,98.04
GurobiEdit,12,0.0589,98.29
GurobiEdit,13,0.0515,98.49
GurobiEdit,14,0.0446,98.67
GurobiEdit,15,0.0394,98.85
GurobiEdit,16,0.0339,99.01
GurobiEdit,17,0.0301,99.10
GurobiEdit,18,0.0271,99.19
GurobiEdit,19,0.0236,99.27
GurobiEdit,20,0.0216,99.32
GurobiEdit,21,0.0191,99.44
GurobiEdit,22,0.0175,99.45
GurobiEdit,23,0.0162,99.47
GurobiEdit,24,0.0147,99.55
GurobiEdit,25,0.0139,99.55
GurobiEdit,26,0.0130,99.59
GurobiEdit,27,0.0129,99.58
GurobiEdit,28,0.0119,99.65
GurobiEdit,29,0.0120,99.61
GurobiEdit,30,0.0124,99.59
GurobiEdit,31,0.0114,99.61
GurobiEdit,32,0.0121,99.58
GurobiEdit,33,0.0111,99.62
GurobiEdit,34,0.0129,99.55
GurobiEdit,35,0.0123,99.58
GurobiEdit,36,0.0128,99.53
GurobiEdit,37,0.0131,99.56
GurobiEdit,38,0.0130,99.54
GurobiEdit,39,0.0144,99.49
GurobiEdit,40,0.0134,99.55
GurobiEdit,41,0.0154,99.47
GurobiEdit,42,0.0147,99.47
GurobiEdit,43,0.0159,99.44
GurobiEdit_Test,-1,9.32098705414137,98.33
