Phase,Epoch,Loss,Accuracy
Train,291,0.0000,100.00
Train,292,0.0000,100.00
Train,293,0.0000,100.00
Train,294,0.0000,100.00
Train,295,0.0000,100.00
Train,296,0.0000,100.00
Train,297,0.0000,100.00
Train,298,0.0000,100.00
Train,299,0.0000,100.00
Train,300,0.0000,100.00
Train,-1,-1,0.34
