Dataset,N_samples,Threshold,Flip_Count,Mismatch,Max_Abs_magn,Median_magn,Mean_magn,Sum_Abs_magn,Geomean_magn
fri_c3_1000_10.csv,1000,3e-05,1,1,0.05298441944142405,0.0,0.0007678901368322326,0.05298441944142405,0.0007485182129478574
fri_c3_1000_25.csv,1000,3e-05,1,1,0.09660057692431938,0.0,0.0007488416815838711,0.09660057692431938,0.0007151006020684747
fri_c3_1000_5.csv,1000,3e-05,1,1,0.054877844899905256,0.0,0.0011199560183654134,0.054877844899905256,0.0010909001787884343
fri_c3_1000_50.csv,1000,3e-05,1,1,0.06372303475431298,0.0,0.0002782665273114104,0.06372303475431298,0.0002697964380862228
fri_c3_100_10.csv,100,3e-05,1,1,0.05934449140096041,0.0,0.0008600650927675422,0.05934449140096041,0.0008358609124741179
fri_c3_100_25.csv,100,3e-05,1,1,28.356274521556077,0.0,0.21981608156245022,28.356274521556077,0.026543900059368575
fri_c3_100_5.csv,100,3e-05,1,1,0.03899627758162343,0.0,0.000795842399624968,0.03899627758162343,0.0007810217656700758
fri_c3_100_50.csv,100,3e-05,1,1,13.164163880988015,0.0,0.05748543179470749,13.164163880988015,0.011642426700563258
fri_c3_250_10.csv,250,3e-05,1,1,0.13790138198910382,0.0,0.0019985707534652727,0.13790138198910382,0.0018740098946534722
fri_c3_250_25.csv,250,3e-05,1,1,0.21622450871636179,0.0,0.001676250825666282,0.21623635651095038,0.0015186965735707325
fri_c3_250_5.csv,250,3e-05,1,1,4.550921532294816,0.0,0.09287594963866971,4.550921532294816,0.03559781213801494
fri_c3_250_50.csv,250,3e-05,1,1,0.13665625956241714,0.0,0.0005967522251633937,0.13665625956241714,0.000559505140516281
fri_c3_500_10.csv,500,3e-05,1,1,0.06323722142756408,0.0,0.0009164814699646967,0.06323722142756408,0.0008890650809503242
fri_c3_500_25.csv,500,3e-05,1,1,8.634828921374826,0.0,0.06693665830523121,8.634828921374826,0.01771622358418612
fri_c3_500_5.csv,500,3e-05,1,1,0.02737816666072923,0.0,0.000558738095116923,0.02737816666072923,0.0005513782340436091
fri_c3_500_50.csv,500,3e-05,1,1,1.2896526839660865,0.0,0.005631671109022212,1.2896526839660865,0.0036240187925724587
fri_c4_1000_25.csv,1000,3e-05,1,1,0.03253128447361235,0.0,0.0002521804997954446,0.03253128447361235,0.0002481962616922573
fri_c4_1000_50.csv,1000,3e-05,1,0,0.0,0.0,0.0,0.0,0.0
fri_c4_100_10.csv,100,3e-05,1,1,0.0574047141124063,0.0,0.000831952378440671,0.0574047141124063,0.0008092768969729658
fri_c4_100_25.csv,100,3e-05,1,1,0.4789847596221106,0.0,0.003713298317812025,0.4790154829977512,0.003038611917618672
fri_c4_250_10.csv,250,3e-05,1,1,0.06671815704302331,0.0,0.0009669298122177291,0.06671815704302331,0.0009364786892698262
fri_c4_250_100.csv,250,3e-05,1,1,1.3304032810829192,0.0,0.0034883468246191974,1.4965007877616356,0.0023330297452064386
